path,title,page_type,status,browser_compat,course,day,lesson,depth,note
Web/JavaScript/Reference/Global_Objects/Promise/catch,Promise.prototype.catch(),javascript-instance-method,,javascript.builtins.Promise.catch,,,,,
Web/JavaScript/Reference/Global_Objects/Promise/finally,Promise.prototype.finally(),javascript-instance-method,,javascript.builtins.Promise.finally,,,,,
Web/JavaScript/Reference/Global_Objects/Promise/Promise,Promise() constructor,javascript-constructor,,javascript.builtins.Promise.Promise,,,,,
Web/JavaScript/Reference/Global_Objects/Promise/race,Promise.race(),javascript-static-method,,javascript.builtins.Promise.race,,,,,
Web/JavaScript/Reference/Global_Objects/Promise/reject,Promise.reject(),javascript-static-method,,javascript.builtins.Promise.reject,,,,,
Web/JavaScript/Reference/Global_Objects/Promise/resolve,Promise.resolve(),javascript-static-method,,javascript.builtins.Promise.resolve,,,,,
Web/JavaScript/Reference/Global_Objects/Promise/Symbol.species,Promise[Symbol.species],javascript-static-accessor-property,,javascript.builtins.Promise.@@species,,,,,
Web/JavaScript/Reference/Global_Objects/Promise/then,Promise.prototype.then(),javascript-instance-method,,javascript.builtins.Promise.then,,,,,
Web/JavaScript/Reference/Global_Objects/Promise/try,Promise.try(),javascript-static-method,,javascript.builtins.Promise.try,,,,,
Web/JavaScript/Reference/Global_Objects/Promise/withResolvers,Promise.withResolvers(),javascript-static-method,,javascript.builtins.Promise.withResolvers,,,,,
Web/JavaScript/Reference/Global_Objects/Proxy,Proxy,javascript-class,,javascript.builtins.Proxy,,,,,
Web/JavaScript/Reference/Global_Objects/Proxy/Proxy,Proxy() constructor,javascript-constructor,,javascript.builtins.Proxy.Proxy,,,,,
Web/JavaScript/Reference/Global_Objects/Proxy/Proxy/apply,handler.apply(),javascript-instance-method,,javascript.builtins.Proxy.handler.apply,,,,,
Web/JavaScript/Reference/Global_Objects/Proxy/Proxy/construct,handler.construct(),javascript-instance-method,,javascript.builtins.Proxy.handler.construct,,,,,
Web/JavaScript/Reference/Global_Objects/Proxy/Proxy/defineProperty,handler.defineProperty(),javascript-instance-method,,javascript.builtins.Proxy.handler.defineProperty,,,,,
Web/JavaScript/Reference/Global_Objects/Proxy/Proxy/deleteProperty,handler.deleteProperty(),javascript-instance-method,,javascript.builtins.Proxy.handler.deleteProperty,,,,,
Web/JavaScript/Reference/Global_Objects/Proxy/Proxy/get,handler.get(),javascript-instance-method,,javascript.builtins.Proxy.handler.get,,,,,
Web/JavaScript/Reference/Global_Objects/Proxy/Proxy/getOwnPropertyDescriptor,handler.getOwnPropertyDescriptor(),javascript-instance-method,,javascript.builtins.Proxy.handler.getOwnPropertyDescriptor,,,,,
Web/JavaScript/Reference/Global_Objects/Proxy/Proxy/getPrototypeOf,handler.getPrototypeOf(),javascript-instance-method,,javascript.builtins.Proxy.handler.getPrototypeOf,,,,,
Web/JavaScript/Reference/Global_Objects/Proxy/Proxy/has,handler.has(),javascript-instance-method,,javascript.builtins.Proxy.handler.has,,,,,
Web/JavaScript/Reference/Global_Objects/Proxy/Proxy/isExtensible,handler.isExtensible(),javascript-instance-method,,javascript.builtins.Proxy.handler.isExtensible,,,,,
Web/JavaScript/Reference/Global_Objects/Proxy/Proxy/ownKeys,handler.ownKeys(),javascript-instance-method,,javascript.builtins.Proxy.handler.ownKeys,,,,,
Web/JavaScript/Reference/Global_Objects/Proxy/Proxy/preventExtensions,handler.preventExtensions(),javascript-instance-method,,javascript.builtins.Proxy.handler.preventExtensions,,,,,
Web/JavaScript/Reference/Global_Objects/Proxy/Proxy/set,handler.set(),javascript-instance-method,,javascript.builtins.Proxy.handler.set,,,,,
Web/JavaScript/Reference/Global_Objects/Proxy/Proxy/setPrototypeOf,handler.setPrototypeOf(),javascript-instance-method,,javascript.builtins.Proxy.handler.setPrototypeOf,,,,,
Web/JavaScript/Reference/Global_Objects/Proxy/revocable,Proxy.revocable(),javascript-static-method,,javascript.builtins.Proxy.revocable,,,,,
Web/JavaScript/Reference/Global_Objects/RangeError,RangeError,javascript-class,,javascript.builtins.RangeError,,,,,
Web/JavaScript/Reference/Global_Objects/RangeError/RangeError,RangeError() constructor,javascript-constructor,,javascript.builtins.RangeError.RangeError,,,,,
Web/JavaScript/Reference/Global_Objects/ReferenceError,ReferenceError,javascript-class,,javascript.builtins.ReferenceError,,,,,
Web/JavaScript/Reference/Global_Objects/ReferenceError/ReferenceError,ReferenceError() constructor,javascript-constructor,,javascript.builtins.ReferenceError.ReferenceError,,,,,
Web/JavaScript/Reference/Global_Objects/Reflect,Reflect,javascript-namespace,,javascript.builtins.Reflect,,,,,
Web/JavaScript/Reference/Global_Objects/Reflect/apply,Reflect.apply(),javascript-static-method,,javascript.builtins.Reflect.apply,,,,,
Web/JavaScript/Reference/Global_Objects/Reflect/construct,Reflect.construct(),javascript-static-method,,javascript.builtins.Reflect.construct,,,,,
Web/JavaScript/Reference/Global_Objects/Reflect/defineProperty,Reflect.defineProperty(),javascript-static-method,,javascript.builtins.Reflect.defineProperty,,,,,
Web/JavaScript/Reference/Global_Objects/Reflect/deleteProperty,Reflect.deleteProperty(),javascript-static-method,,javascript.builtins.Reflect.deleteProperty,,,,,
Web/JavaScript/Reference/Global_Objects/Reflect/get,Reflect.get(),javascript-static-method,,javascript.builtins.Reflect.get,,,,,
Web/JavaScript/Reference/Global_Objects/Reflect/getOwnPropertyDescriptor,Reflect.getOwnPropertyDescriptor(),javascript-static-method,,javascript.builtins.Reflect.getOwnPropertyDescriptor,,,,,
Web/JavaScript/Reference/Global_Objects/Reflect/getPrototypeOf,Reflect.getPrototypeOf(),javascript-static-method,,javascript.builtins.Reflect.getPrototypeOf,,,,,
Web/JavaScript/Reference/Global_Objects/Reflect/has,Reflect.has(),javascript-static-method,,javascript.builtins.Reflect.has,,,,,
Web/JavaScript/Reference/Global_Objects/Reflect/isExtensible,Reflect.isExtensible(),javascript-static-method,,javascript.builtins.Reflect.isExtensible,,,,,
Web/JavaScript/Reference/Global_Objects/Reflect/ownKeys,Reflect.ownKeys(),javascript-static-method,,javascript.builtins.Reflect.ownKeys,,,,,
Web/JavaScript/Reference/Global_Objects/Reflect/preventExtensions,Reflect.preventExtensions(),javascript-static-method,,javascript.builtins.Reflect.preventExtensions,,,,,
Web/JavaScript/Reference/Global_Objects/Reflect/set,Reflect.set(),javascript-static-method,,javascript.builtins.Reflect.set,,,,,
Web/JavaScript/Reference/Global_Objects/Reflect/setPrototypeOf,Reflect.setPrototypeOf(),javascript-static-method,,javascript.builtins.Reflect.setPrototypeOf,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp,RegExp,javascript-class,,javascript.builtins.RegExp,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/compile,RegExp.prototype.compile(),javascript-instance-method,deprecated,javascript.builtins.RegExp.compile,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/dotAll,RegExp.prototype.dotAll,javascript-instance-accessor-property,,javascript.builtins.RegExp.dotAll,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/escape,RegExp.escape(),javascript-static-method,,javascript.builtins.RegExp.escape,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/exec,RegExp.prototype.exec(),javascript-instance-method,,javascript.builtins.RegExp.exec,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/flags,RegExp.prototype.flags,javascript-instance-accessor-property,,javascript.builtins.RegExp.flags,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/global,RegExp.prototype.global,javascript-instance-accessor-property,,javascript.builtins.RegExp.global,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/hasIndices,RegExp.prototype.hasIndices,javascript-instance-accessor-property,,javascript.builtins.RegExp.hasIndices,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/ignoreCase,RegExp.prototype.ignoreCase,javascript-instance-accessor-property,,javascript.builtins.RegExp.ignoreCase,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/input,RegExp.input ($_),javascript-static-accessor-property,deprecated,javascript.builtins.RegExp.input,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/lastIndex,RegExp: lastIndex,javascript-instance-data-property,,javascript.builtins.RegExp.lastIndex,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/lastMatch,RegExp.lastMatch ($&),javascript-static-accessor-property,deprecated,javascript.builtins.RegExp.lastMatch,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/lastParen,RegExp.lastParen ($+),javascript-static-accessor-property,deprecated,javascript.builtins.RegExp.lastParen,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/leftContext,RegExp.leftContext ($`),javascript-static-accessor-property,deprecated,javascript.builtins.RegExp.leftContext,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/multiline,RegExp.prototype.multiline,javascript-instance-accessor-property,,javascript.builtins.RegExp.multiline,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/n,"RegExp.$1, …, RegExp.$9",javascript-static-accessor-property,deprecated,javascript.builtins.RegExp.n,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/RegExp,RegExp() constructor,javascript-constructor,,javascript.builtins.RegExp.RegExp,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/rightContext,RegExp.rightContext ($'),javascript-static-accessor-property,deprecated,javascript.builtins.RegExp.rightContext,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/source,RegExp.prototype.source,javascript-instance-accessor-property,,javascript.builtins.RegExp.source,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/sticky,RegExp.prototype.sticky,javascript-instance-accessor-property,,javascript.builtins.RegExp.sticky,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/Symbol.match,RegExp.prototype[Symbol.match](),javascript-instance-method,,javascript.builtins.RegExp.@@match,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/Symbol.matchAll,RegExp.prototype[Symbol.matchAll](),javascript-instance-method,,javascript.builtins.RegExp.@@matchAll,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/Symbol.replace,RegExp.prototype[Symbol.replace](),javascript-instance-method,,javascript.builtins.RegExp.@@replace,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/Symbol.search,RegExp.prototype[Symbol.search](),javascript-instance-method,,javascript.builtins.RegExp.@@search,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/Symbol.species,RegExp[Symbol.species],javascript-static-accessor-property,,javascript.builtins.RegExp.@@species,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/Symbol.split,RegExp.prototype[Symbol.split](),javascript-instance-method,,javascript.builtins.RegExp.@@split,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/test,RegExp.prototype.test(),javascript-instance-method,,javascript.builtins.RegExp.test,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/toString,RegExp.prototype.toString(),javascript-instance-method,,javascript.builtins.RegExp.toString,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/unicode,RegExp.prototype.unicode,javascript-instance-accessor-property,,javascript.builtins.RegExp.unicode,,,,,
Web/JavaScript/Reference/Global_Objects/RegExp/unicodeSets,RegExp.prototype.unicodeSets,javascript-instance-accessor-property,,javascript.builtins.RegExp.unicodeSets,,,,,
Web/JavaScript/Reference/Global_Objects/Set,Set,javascript-class,,javascript.builtins.Set,,,,,
Web/JavaScript/Reference/Global_Objects/Set/add,Set.prototype.add(),javascript-instance-method,,javascript.builtins.Set.add,,,,,
Web/JavaScript/Reference/Global_Objects/Set/clear,Set.prototype.clear(),javascript-instance-method,,javascript.builtins.Set.clear,,,,,
Web/JavaScript/Reference/Global_Objects/Set/delete,Set.prototype.delete(),javascript-instance-method,,javascript.builtins.Set.delete,,,,,
Web/JavaScript/Reference/Global_Objects/Set/difference,Set.prototype.difference(),javascript-instance-method,,javascript.builtins.Set.difference,,,,,
Web/JavaScript/Reference/Global_Objects/Set/entries,Set.prototype.entries(),javascript-instance-method,,javascript.builtins.Set.entries,,,,,
Web/JavaScript/Reference/Global_Objects/Set/forEach,Set.prototype.forEach(),javascript-instance-method,,javascript.builtins.Set.forEach,,,,,
Web/JavaScript/Reference/Global_Objects/Set/has,Set.prototype.has(),javascript-instance-method,,javascript.builtins.Set.has,,,,,
Web/JavaScript/Reference/Global_Objects/Set/intersection,Set.prototype.intersection(),javascript-instance-method,,javascript.builtins.Set.intersection,,,,,
Web/JavaScript/Reference/Global_Objects/Set/isDisjointFrom,Set.prototype.isDisjointFrom(),javascript-instance-method,,javascript.builtins.Set.isDisjointFrom,,,,,
Web/JavaScript/Reference/Global_Objects/Set/isSubsetOf,Set.prototype.isSubsetOf(),javascript-instance-method,,javascript.builtins.Set.isSubsetOf,,,,,
Web/JavaScript/Reference/Global_Objects/Set/isSupersetOf,Set.prototype.isSupersetOf(),javascript-instance-method,,javascript.builtins.Set.isSupersetOf,,,,,
Web/JavaScript/Reference/Global_Objects/Set/keys,Set.prototype.keys(),javascript-instance-method,,javascript.builtins.Set.keys,,,,,
Web/JavaScript/Reference/Global_Objects/Set/Set,Set() constructor,javascript-constructor,,javascript.builtins.Set.Set,,,,,
Web/JavaScript/Reference/Global_Objects/Set/size,Set.prototype.size,javascript-instance-accessor-property,,javascript.builtins.Set.size,,,,,
Web/JavaScript/Reference/Global_Objects/Set/Symbol.iterator,Set.prototype[Symbol.iterator](),javascript-instance-method,,javascript.builtins.Set.@@iterator,,,,,
Web/JavaScript/Reference/Global_Objects/Set/Symbol.species,Set[Symbol.species],javascript-static-accessor-property,,javascript.builtins.Set.@@species,,,,,
Web/JavaScript/Reference/Global_Objects/Set/symmetricDifference,Set.prototype.symmetricDifference(),javascript-instance-method,,javascript.builtins.Set.symmetricDifference,,,,,
Web/JavaScript/Reference/Global_Objects/Set/union,Set.prototype.union(),javascript-instance-method,,javascript.builtins.Set.union,,,,,
Web/JavaScript/Reference/Global_Objects/Set/values,Set.prototype.values(),javascript-instance-method,,javascript.builtins.Set.values,,,,,
Web/JavaScript/Reference/Global_Objects/SharedArrayBuffer,SharedArrayBuffer,javascript-class,,javascript.builtins.SharedArrayBuffer,,,,,
Web/JavaScript/Reference/Global_Objects/SharedArrayBuffer/byteLength,SharedArrayBuffer.prototype.byteLength,javascript-instance-accessor-property,,javascript.builtins.SharedArrayBuffer.byteLength,,,,,
Web/JavaScript/Reference/Global_Objects/SharedArrayBuffer/grow,SharedArrayBuffer.prototype.grow(),javascript-instance-method,,javascript.builtins.SharedArrayBuffer.grow,,,,,
Web/JavaScript/Reference/Global_Objects/SharedArrayBuffer/growable,SharedArrayBuffer.prototype.growable,javascript-instance-accessor-property,,javascript.builtins.SharedArrayBuffer.growable,,,,,
Web/JavaScript/Reference/Global_Objects/SharedArrayBuffer/maxByteLength,SharedArrayBuffer.prototype.maxByteLength,javascript-instance-accessor-property,,javascript.builtins.SharedArrayBuffer.maxByteLength,,,,,
Web/JavaScript/Reference/Global_Objects/SharedArrayBuffer/SharedArrayBuffer,SharedArrayBuffer() constructor,javascript-constructor,,javascript.builtins.SharedArrayBuffer.SharedArrayBuffer,,,,,
Web/JavaScript/Reference/Global_Objects/SharedArrayBuffer/slice,SharedArrayBuffer.prototype.slice(),javascript-instance-method,,javascript.builtins.SharedArrayBuffer.slice,,,,,
Web/JavaScript/Reference/Global_Objects/SharedArrayBuffer/Symbol.species,SharedArrayBuffer[Symbol.species],javascript-static-accessor-property,,javascript.builtins.SharedArrayBuffer.@@species,,,,,
Web/JavaScript/Reference/Global_Objects/String,String,javascript-class,,javascript.builtins.String,,,,,
Web/JavaScript/Reference/Global_Objects/String/anchor,String.prototype.anchor(),javascript-instance-method,deprecated,javascript.builtins.String.anchor,,,,,
Web/JavaScript/Reference/Global_Objects/String/at,String.prototype.at(),javascript-instance-method,,javascript.builtins.String.at,,,,,
Web/JavaScript/Reference/Global_Objects/String/big,String.prototype.big(),javascript-instance-method,deprecated,javascript.builtins.String.big,,,,,
Web/JavaScript/Reference/Global_Objects/String/blink,String.prototype.blink(),javascript-instance-method,deprecated,javascript.builtins.String.blink,,,,,
Web/JavaScript/Reference/Global_Objects/String/bold,String.prototype.bold(),javascript-instance-method,deprecated,javascript.builtins.String.bold,,,,,
Web/JavaScript/Reference/Global_Objects/String/charAt,String.prototype.charAt(),javascript-instance-method,,javascript.builtins.String.charAt,,,,,
Web/JavaScript/Reference/Global_Objects/String/charCodeAt,String.prototype.charCodeAt(),javascript-instance-method,,javascript.builtins.String.charCodeAt,,,,,
Web/JavaScript/Reference/Global_Objects/String/codePointAt,String.prototype.codePointAt(),javascript-instance-method,,javascript.builtins.String.codePointAt,,,,,
Web/JavaScript/Reference/Global_Objects/String/concat,String.prototype.concat(),javascript-instance-method,,javascript.builtins.String.concat,,,,,
Web/JavaScript/Reference/Global_Objects/String/endsWith,String.prototype.endsWith(),javascript-instance-method,,javascript.builtins.String.endsWith,,,,,
Web/JavaScript/Reference/Global_Objects/String/fixed,String.prototype.fixed(),javascript-instance-method,deprecated,javascript.builtins.String.fixed,,,,,
Web/JavaScript/Reference/Global_Objects/String/fontcolor,String.prototype.fontcolor(),javascript-instance-method,deprecated,javascript.builtins.String.fontcolor,,,,,
Web/JavaScript/Reference/Global_Objects/String/fontsize,String.prototype.fontsize(),javascript-instance-method,deprecated,javascript.builtins.String.fontsize,,,,,
Web/JavaScript/Reference/Global_Objects/String/fromCharCode,String.fromCharCode(),javascript-static-method,,javascript.builtins.String.fromCharCode,,,,,
Web/JavaScript/Reference/Global_Objects/String/fromCodePoint,String.fromCodePoint(),javascript-static-method,,javascript.builtins.String.fromCodePoint,,,,,
Web/JavaScript/Reference/Global_Objects/String/includes,String.prototype.includes(),javascript-instance-method,,javascript.builtins.String.includes,,,,,
Web/JavaScript/Reference/Global_Objects/String/indexOf,String.prototype.indexOf(),javascript-instance-method,,javascript.builtins.String.indexOf,,,,,
Web/JavaScript/Reference/Global_Objects/String/isWellFormed,String.prototype.isWellFormed(),javascript-instance-method,,javascript.builtins.String.isWellFormed,,,,,
Web/JavaScript/Reference/Global_Objects/String/italics,String.prototype.italics(),javascript-instance-method,deprecated,javascript.builtins.String.italics,,,,,
Web/JavaScript/Reference/Global_Objects/String/lastIndexOf,String.prototype.lastIndexOf(),javascript-instance-method,,javascript.builtins.String.lastIndexOf,,,,,
Web/JavaScript/Reference/Global_Objects/String/length,String: length,javascript-instance-data-property,,javascript.builtins.String.length,,,,,
Web/JavaScript/Reference/Global_Objects/String/link,String.prototype.link(),javascript-instance-method,deprecated,javascript.builtins.String.link,,,,,
Web/JavaScript/Reference/Global_Objects/String/localeCompare,String.prototype.localeCompare(),javascript-instance-method,,javascript.builtins.String.localeCompare,,,,,
Web/JavaScript/Reference/Global_Objects/String/match,String.prototype.match(),javascript-instance-method,,javascript.builtins.String.match,,,,,
Web/JavaScript/Reference/Global_Objects/String/matchAll,String.prototype.matchAll(),javascript-instance-method,,javascript.builtins.String.matchAll,,,,,
Web/JavaScript/Reference/Global_Objects/String/normalize,String.prototype.normalize(),javascript-instance-method,,javascript.builtins.String.normalize,,,,,
Web/JavaScript/Reference/Global_Objects/String/padEnd,String.prototype.padEnd(),javascript-instance-method,,javascript.builtins.String.padEnd,,,,,
Web/JavaScript/Reference/Global_Objects/String/padStart,String.prototype.padStart(),javascript-instance-method,,javascript.builtins.String.padStart,,,,,
Web/JavaScript/Reference/Global_Objects/String/raw,String.raw(),javascript-static-method,,javascript.builtins.String.raw,,,,,
Web/JavaScript/Reference/Global_Objects/String/repeat,String.prototype.repeat(),javascript-instance-method,,javascript.builtins.String.repeat,,,,,
Web/JavaScript/Reference/Global_Objects/String/replace,String.prototype.replace(),javascript-instance-method,,javascript.builtins.String.replace,,,,,
Web/JavaScript/Reference/Global_Objects/String/replaceAll,String.prototype.replaceAll(),javascript-instance-method,,javascript.builtins.String.replaceAll,,,,,
Web/JavaScript/Reference/Global_Objects/String/search,String.prototype.search(),javascript-instance-method,,javascript.builtins.String.search,,,,,
Web/JavaScript/Reference/Global_Objects/String/slice,String.prototype.slice(),javascript-instance-method,,javascript.builtins.String.slice,,,,,
Web/JavaScript/Reference/Global_Objects/String/small,String.prototype.small(),javascript-instance-method,deprecated,javascript.builtins.String.small,,,,,
Web/JavaScript/Reference/Global_Objects/String/split,String.prototype.split(),javascript-instance-method,,javascript.builtins.String.split,,,,,
Web/JavaScript/Reference/Global_Objects/String/startsWith,String.prototype.startsWith(),javascript-instance-method,,javascript.builtins.String.startsWith,,,,,
Web/JavaScript/Reference/Global_Objects/String/strike,String.prototype.strike(),javascript-instance-method,deprecated,javascript.builtins.String.strike,,,,,
Web/JavaScript/Reference/Global_Objects/String/String,String() constructor,javascript-constructor,,javascript.builtins.String.String,,,,,
Web/JavaScript/Reference/Global_Objects/String/sub,String.prototype.sub(),javascript-instance-method,deprecated,javascript.builtins.String.sub,,,,,
Web/JavaScript/Reference/Global_Objects/String/substr,String.prototype.substr(),javascript-instance-method,deprecated,javascript.builtins.String.substr,,,,,
Web/JavaScript/Reference/Global_Objects/String/substring,String.prototype.substring(),javascript-instance-method,,javascript.builtins.String.substring,,,,,
Web/JavaScript/Reference/Global_Objects/String/sup,String.prototype.sup(),javascript-instance-method,deprecated,javascript.builtins.String.sup,,,,,
Web/JavaScript/Reference/Global_Objects/String/Symbol.iterator,String.prototype[Symbol.iterator](),javascript-instance-method,,javascript.builtins.String.@@iterator,,,,,
Web/JavaScript/Reference/Global_Objects/String/toLocaleLowerCase,String.prototype.toLocaleLowerCase(),javascript-instance-method,,javascript.builtins.String.toLocaleLowerCase,,,,,
Web/JavaScript/Reference/Global_Objects/String/toLocaleUpperCase,String.prototype.toLocaleUpperCase(),javascript-instance-method,,javascript.builtins.String.toLocaleUpperCase,,,,,
Web/JavaScript/Reference/Global_Objects/String/toLowerCase,String.prototype.toLowerCase(),javascript-instance-method,,javascript.builtins.String.toLowerCase,,,,,
Web/JavaScript/Reference/Global_Objects/String/toString,String.prototype.toString(),javascript-instance-method,,javascript.builtins.String.toString,,,,,
Web/JavaScript/Reference/Global_Objects/String/toUpperCase,String.prototype.toUpperCase(),javascript-instance-method,,javascript.builtins.String.toUpperCase,,,,,
Web/JavaScript/Reference/Global_Objects/String/toWellFormed,String.prototype.toWellFormed(),javascript-instance-method,,javascript.builtins.String.toWellFormed,,,,,
Web/JavaScript/Reference/Global_Objects/String/trim,String.prototype.trim(),javascript-instance-method,,javascript.builtins.String.trim,,,,,
Web/JavaScript/Reference/Global_Objects/String/trimEnd,String.prototype.trimEnd(),javascript-instance-method,,javascript.builtins.String.trimEnd,,,,,
Web/JavaScript/Reference/Global_Objects/String/trimStart,String.prototype.trimStart(),javascript-instance-method,,javascript.builtins.String.trimStart,,,,,
Web/JavaScript/Reference/Global_Objects/String/valueOf,String.prototype.valueOf(),javascript-instance-method,,javascript.builtins.String.valueOf,,,,,
Web/JavaScript/Reference/Global_Objects/SuppressedError,SuppressedError,javascript-class,,javascript.builtins.SuppressedError,,,,,
Web/JavaScript/Reference/Global_Objects/SuppressedError/error,SuppressedError: error,javascript-instance-data-property,,javascript.builtins.SuppressedError.error,,,,,
Web/JavaScript/Reference/Global_Objects/SuppressedError/suppressed,SuppressedError: suppressed,javascript-instance-data-property,,javascript.builtins.SuppressedError.suppressed,,,,,
Web/JavaScript/Reference/Global_Objects/SuppressedError/SuppressedError,SuppressedError() constructor,javascript-constructor,,javascript.builtins.SuppressedError.SuppressedError,,,,,
Web/JavaScript/Reference/Global_Objects/Symbol,Symbol,javascript-class,,javascript.builtins.Symbol,,,,,
Web/JavaScript/Reference/Global_Objects/Symbol/asyncDispose,Symbol.asyncDispose,javascript-static-data-property,,javascript.builtins.Symbol.asyncDispose,,,,,
Web/JavaScript/Reference/Global_Objects/Symbol/asyncIterator,Symbol.asyncIterator,javascript-static-data-property,,javascript.builtins.Symbol.asyncIterator,,,,,
Web/JavaScript/Reference/Global_Objects/Symbol/description,Symbol.prototype.description,javascript-instance-accessor-property,,javascript.builtins.Symbol.description,,,,,
Web/JavaScript/Reference/Global_Objects/Symbol/dispose,Symbol.dispose,javascript-static-data-property,,javascript.builtins.Symbol.dispose,,,,,
Web/JavaScript/Reference/Global_Objects/Symbol/for,Symbol.for(),javascript-static-method,,javascript.builtins.Symbol.for,,,,,
Web/JavaScript/Reference/Global_Objects/Symbol/hasInstance,Symbol.hasInstance,javascript-static-data-property,,javascript.builtins.Symbol.hasInstance,,,,,
Web/JavaScript/Reference/Global_Objects/Symbol/isConcatSpreadable,Symbol.isConcatSpreadable,javascript-static-data-property,,javascript.builtins.Symbol.isConcatSpreadable,,,,,
Web/JavaScript/Reference/Global_Objects/Symbol/iterator,Symbol.iterator,javascript-static-data-property,,javascript.builtins.Symbol.iterator,,,,,
Web/JavaScript/Reference/Global_Objects/Symbol/keyFor,Symbol.keyFor(),javascript-static-method,,javascript.builtins.Symbol.keyFor,,,,,
Web/JavaScript/Reference/Global_Objects/Symbol/match,Symbol.match,javascript-static-data-property,,javascript.builtins.Symbol.match,,,,,
Web/JavaScript/Reference/Global_Objects/Symbol/matchAll,Symbol.matchAll,javascript-static-data-property,,javascript.builtins.Symbol.matchAll,,,,,
Web/JavaScript/Reference/Global_Objects/Symbol/replace,Symbol.replace,javascript-static-data-property,,javascript.builtins.Symbol.replace,,,,,
Web/JavaScript/Reference/Global_Objects/Symbol/search,Symbol.search,javascript-static-data-property,,javascript.builtins.Symbol.search,,,,,
Web/JavaScript/Reference/Global_Objects/Symbol/species,Symbol.species,javascript-static-data-property,,javascript.builtins.Symbol.species,,,,,
Web/JavaScript/Reference/Global_Objects/Symbol/split,Symbol.split,javascript-static-data-property,,javascript.builtins.Symbol.split,,,,,
Web/JavaScript/Reference/Global_Objects/Symbol/Symbol,Symbol() constructor,javascript-constructor,,javascript.builtins.Symbol.Symbol,,,,,
Web/JavaScript/Reference/Global_Objects/Symbol/Symbol.toPrimitive,Symbol.prototype[Symbol.toPrimitive](),javascript-instance-method,,javascript.builtins.Symbol.@@toPrimitive,,,,,
Web/JavaScript/Reference/Global_Objects/Symbol/toPrimitive,Symbol.toPrimitive,javascript-static-data-property,,javascript.builtins.Symbol.toPrimitive,,,,,
Web/JavaScript/Reference/Global_Objects/Symbol/toString,Symbol.prototype.toString(),javascript-instance-method,,javascript.builtins.Symbol.toString,,,,,
Web/JavaScript/Reference/Global_Objects/Symbol/toStringTag,Symbol.toStringTag,javascript-static-data-property,,javascript.builtins.Symbol.toStringTag,,,,,
Web/JavaScript/Reference/Global_Objects/Symbol/unscopables,Symbol.unscopables,javascript-static-data-property,,javascript.builtins.Symbol.unscopables,,,,,
Web/JavaScript/Reference/Global_Objects/Symbol/valueOf,Symbol.prototype.valueOf(),javascript-instance-method,,javascript.builtins.Symbol.valueOf,,,,,
Web/JavaScript/Reference/Global_Objects/SyntaxError,SyntaxError,javascript-class,,javascript.builtins.SyntaxError,,,,,
Web/JavaScript/Reference/Global_Objects/SyntaxError/SyntaxError,SyntaxError() constructor,javascript-constructor,,javascript.builtins.SyntaxError.SyntaxError,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal,Temporal,javascript-namespace,,javascript.builtins.Temporal,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Duration,Temporal.Duration,javascript-class,,javascript.builtins.Temporal.Duration,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Duration/abs,Temporal.Duration.prototype.abs(),javascript-instance-method,,javascript.builtins.Temporal.Duration.abs,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Duration/add,Temporal.Duration.prototype.add(),javascript-instance-method,,javascript.builtins.Temporal.Duration.add,,,,,
Web/JavaScript/Reference/Global_Objects/Temporal/Duration/blank,Temporal.Duration.prototype.blank,javascript-instance-accessor-property,,javascript.builtins.Temporal.Duration.blank,,,,,
